strips/B.png,no artificial Flavors,"No Additives. No Compromises."
strips/A.png,local Pinoy magnoes,"Our mangoes are sourced from our local farmers, we believe in the taste and soul of  Philippine Mangoes"
strips/C.png,the perfect Gift,"share the unique flavor from the heart of cebu"
strips/D.png,no artificial Colors,"No Additives. No Compromises."
